from_node_id,to_node_id,day_no,start_time_in_min,end_time_in_min,sensor_type,direction,link_count,occupancy,travel_time,avg_speed
15593,15546,1,1020,1080,link_count,1,437,,,
15593,15546,1,1080,1140,link_count,1,459,,,
15593,15546,1,1140,1200,link_count,1,385,,,
15593,15546,1,1200,1260,link_count,1,223,,,
15593,15546,1,1260,1320,link_count,1,174,,,
15593,15546,1,1320,1380,link_count,1,115,,,
15593,15546,1,1380,1440,link_count,1,60,,,
15543,15570,1,0,60,link_count,1,97,,,
15543,15570,1,60,120,link_count,1,66,,,
15543,15570,1,120,180,link_count,1,50,,,
15543,15570,1,180,240,link_count,1,31,,,
15543,15570,1,240,300,link_count,1,45,,,
15543,15570,1,300,360,link_count,1,174,,,
15543,15570,1,360,420,link_count,1,476,,,
15543,15570,1,420,480,link_count,1,808,,,
15543,15570,1,480,540,link_count,1,787,,,
15543,15570,1,540,600,link_count,1,665,,,
15543,15570,1,600,660,link_count,1,669,,,
15543,15570,1,660,720,link_count,1,777,,,
15543,15570,1,720,780,link_count,1,842,,,
15543,15570,1,780,840,link_count,1,760,,,
15543,15570,1,840,900,link_count,1,758,,,
15543,15570,1,900,960,link_count,1,775,,,
15543,15570,1,960,1020,link_count,1,780,,,
15543,15570,1,1020,1080,link_count,1,811,,,
15543,15570,1,1080,1140,link_count,1,716,,,
15543,15570,1,1140,1200,link_count,1,649,,,
15543,15570,1,1200,1260,link_count,1,598,,,
15543,15570,1,1260,1320,link_count,1,498,,,
15543,15570,1,1320,1380,link_count,1,280,,,
15543,15570,1,1380,1440,link_count,1,171,,,
15570,15543,1,0,60,link_count,1,87,,,
15570,15543,1,60,120,link_count,1,41,,,
15570,15543,1,120,180,link_count,1,32,,,
15570,15543,1,180,240,link_count,1,31,,,
15570,15543,1,240,300,link_count,1,48,,,
15570,15543,1,300,360,link_count,1,149,,,
15570,15543,1,360,420,link_count,1,400,,,
15570,15543,1,420,480,link_count,1,648,,,
15570,15543,1,480,540,link_count,1,818,,,
15570,15543,1,540,600,link_count,1,756,,,
15570,15543,1,600,660,link_count,1,736,,,
15570,15543,1,660,720,link_count,1,761,,,
15570,15543,1,720,780,link_count,1,813,,,
15570,15543,1,780,840,link_count,1,691,,,
15570,15543,1,840,900,link_count,1,723,,,
15570,15543,1,900,960,link_count,1,721,,,
15570,15543,1,960,1020,link_count,1,756,,,
15570,15543,1,1020,1080,link_count,1,839,,,
15570,15543,1,1080,1140,link_count,1,768,,,
15570,15543,1,1140,1200,link_count,1,546,,,
15570,15543,1,1200,1260,link_count,1,421,,,
15570,15543,1,1260,1320,link_count,1,298,,,
15570,15543,1,1320,1380,link_count,1,218,,,
15570,15543,1,1380,1440,link_count,1,145,,,
15564,15555,1,0,60,link_count,1,113,,,
15564,15555,1,60,120,link_count,1,68,,,
15564,15555,1,120,180,link_count,1,57,,,
15564,15555,1,180,240,link_count,1,32,,,
15564,15555,1,240,300,link_count,1,24,,,
15564,15555,1,300,360,link_count,1,67,,,
15564,15555,1,360,420,link_count,1,179,,,
15564,15555,1,420,480,link_count,1,292,,,
15564,15555,1,480,540,link_count,1,331,,,
15564,15555,1,540,600,link_count,1,430,,,
15564,15555,1,600,660,link_count,1,503,,,
15564,15555,1,660,720,link_count,1,523,,,
15564,15555,1,720,780,link_count,1,542,,,
15564,15555,1,780,840,link_count,1,588,,,
15564,15555,1,840,900,link_count,1,626,,,
15564,15555,1,900,960,link_count,1,686,,,
15564,15555,1,960,1020,link_count,1,650,,,
15564,15555,1,1020,1080,link_count,1,682,,,
15564,15555,1,1080,1140,link_count,1,675,,,
15564,15555,1,1140,1200,link_count,1,566,,,
15564,15555,1,1200,1260,link_count,1,427,,,
15564,15555,1,1260,1320,link_count,1,355,,,
15564,15555,1,1320,1380,link_count,1,269,,,
15564,15555,1,1380,1440,link_count,1,202,,,
15555,15564,1,0,60,link_count,1,86,,,
15555,15564,1,60,120,link_count,1,41,,,
15555,15564,1,120,180,link_count,1,36,,,
15555,15564,1,180,240,link_count,1,45,,,
15555,15564,1,240,300,link_count,1,79,,,
15555,15564,1,300,360,link_count,1,204,,,
15555,15564,1,360,420,link_count,1,432,,,
15555,15564,1,420,480,link_count,1,601,,,
15555,15564,1,480,540,link_count,1,604,,,
15555,15564,1,540,600,link_count,1,564,,,
15555,15564,1,600,660,link_count,1,536,,,
15555,15564,1,660,720,link_count,1,568,,,
15555,15564,1,720,780,link_count,1,573,,,
15555,15564,1,780,840,link_count,1,554,,,
15555,15564,1,840,900,link_count,1,545,,,
15555,15564,1,900,960,link_count,1,620,,,
15555,15564,1,960,1020,link_count,1,644,,,
15555,15564,1,1020,1080,link_count,1,671,,,
15555,15564,1,1080,1140,link_count,1,652,,,
15555,15564,1,1140,1200,link_count,1,496,,,
15555,15564,1,1200,1260,link_count,1,394,,,
15555,15564,1,1260,1320,link_count,1,315,,,
15555,15564,1,1320,1380,link_count,1,243,,,
15555,15564,1,1380,1440,link_count,1,166,,,
15554,6555,1,0,60,link_count,1,63,,,
15554,6555,1,60,120,link_count,1,43,,,
15554,6555,1,120,180,link_count,1,30,,,
15554,6555,1,180,240,link_count,1,28,,,
15554,6555,1,240,300,link_count,1,27,,,
15554,6555,1,300,360,link_count,1,59,,,
15554,6555,1,360,420,link_count,1,168,,,
15554,6555,1,420,480,link_count,1,377,,,
15554,6555,1,480,540,link_count,1,283,,,
15554,6555,1,540,600,link_count,1,250,,,
15554,6555,1,600,660,link_count,1,263,,,
15554,6555,1,660,720,link_count,1,270,,,
15554,6555,1,720,780,link_count,1,310,,,
15554,6555,1,780,840,link_count,1,332,,,
15554,6555,1,840,900,link_count,1,425,,,
15554,6555,1,900,960,link_count,1,498,,,
15554,6555,1,960,1020,link_count,1,493,,,
15554,6555,1,1020,1080,link_count,1,524,,,
15554,6555,1,1080,1140,link_count,1,494,,,
15554,6555,1,1140,1200,link_count,1,410,,,
15554,6555,1,1200,1260,link_count,1,364,,,
15554,6555,1,1260,1320,link_count,1,322,,,
15554,6555,1,1320,1380,link_count,1,235,,,
15554,6555,1,1380,1440,link_count,1,154,,,
6555,15554,1,0,60,link_count,1,43,,,
6555,15554,1,60,120,link_count,1,50,,,
6555,15554,1,120,180,link_count,1,26,,,
6555,15554,1,180,240,link_count,1,37,,,
6555,15554,1,240,300,link_count,1,60,,,
6555,15554,1,300,360,link_count,1,160,,,
6555,15554,1,360,420,link_count,1,346,,,
6555,15554,1,420,480,link_count,1,572,,,
6555,15554,1,480,540,link_count,1,471,,,
6555,15554,1,540,600,link_count,1,337,,,
6555,15554,1,600,660,link_count,1,281,,,
6555,15554,1,660,720,link_count,1,297,,,
6555,15554,1,720,780,link_count,1,313,,,
6555,15554,1,780,840,link_count,1,322,,,
6555,15554,1,840,900,link_count,1,449,,,
6555,15554,1,900,960,link_count,1,466,,,
6555,15554,1,960,1020,link_count,1,476,,,
6555,15554,1,1020,1080,link_count,1,525,,,
6555,15554,1,1080,1140,link_count,1,412,,,
6555,15554,1,1140,1200,link_count,1,265,,,
6555,15554,1,1200,1260,link_count,1,253,,,
6555,15554,1,1260,1320,link_count,1,171,,,
6555,15554,1,1320,1380,link_count,1,131,,,
6555,15554,1,1380,1440,link_count,1,110,,,
10113,10132,1,0,60,link_count,1,365,,,
10113,10132,1,60,120,link_count,1,227,,,
10113,10132,1,120,180,link_count,1,60,,,
10113,10132,1,180,240,link_count,1,74,,,
10113,10132,1,240,300,link_count,1,149,,,
10113,10132,1,300,360,link_count,1,338,,,
10113,10132,1,360,420,link_count,1,669,,,
10113,10132,1,420,480,link_count,1,1244,,,
10113,10132,1,480,540,link_count,1,1198,,,
10113,10132,1,540,600,link_count,1,957,,,
10113,10132,1,600,660,link_count,1,744,,,
10113,10132,1,660,720,link_count,1,833,,,
10113,10132,1,720,780,link_count,1,918,,,
10113,10132,1,780,840,link_count,1,1362,,,
10113,10132,1,840,900,link_count,1,1746,,,
10113,10132,1,900,960,link_count,1,1824,,,
10113,10132,1,960,1020,link_count,1,2457,,,
10113,10132,1,1020,1080,link_count,1,2497,,,
10113,10132,1,1080,1140,link_count,1,1625,,,
10113,10132,1,1140,1200,link_count,1,1355,,,
10113,10132,1,1200,1260,link_count,1,996,,,
10113,10132,1,1260,1320,link_count,1,1064,,,
10113,10132,1,1320,1380,link_count,1,945,,,
10113,10132,1,1380,1440,link_count,1,594,,,
10120,10112,1,0,60,link_count,1,131,,,
10120,10112,1,60,120,link_count,1,60,,,
10120,10112,1,120,180,link_count,1,79,,,
10120,10112,1,180,240,link_count,1,211,,,
10120,10112,1,240,300,link_count,1,577,,,
10120,10112,1,300,360,link_count,1,1305,,,
10120,10112,1,360,420,link_count,1,1832,,,
10120,10112,1,420,480,link_count,1,2197,,,
10120,10112,1,480,540,link_count,1,1910,,,
10120,10112,1,540,600,link_count,1,1250,,,
10120,10112,1,600,660,link_count,1,955,,,
10120,10112,1,660,720,link_count,1,1013,,,
10120,10112,1,720,780,link_count,1,1089,,,
10120,10112,1,780,840,link_count,1,1206,,,
10120,10112,1,840,900,link_count,1,1377,,,
10120,10112,1,900,960,link_count,1,1600,,,
10120,10112,1,960,1020,link_count,1,1745,,,
10120,10112,1,1020,1080,link_count,1,1883,,,
10120,10112,1,1080,1140,link_count,1,1300,,,
10120,10112,1,1140,1200,link_count,1,935,,,
10120,10112,1,1200,1260,link_count,1,758,,,
10120,10112,1,1260,1320,link_count,1,654,,,
10120,10112,1,1320,1380,link_count,1,463,,,
10120,10112,1,1380,1440,link_count,1,323,,,
10148,10105,1,0,60,link_count,1,775,,,
10148,10105,1,60,120,link_count,1,278,,,
10148,10105,1,120,180,link_count,1,114,,,
10148,10105,1,180,240,link_count,1,121,,,
10148,10105,1,240,300,link_count,1,310,,,
10148,10105,1,300,360,link_count,1,671,,,
10148,10105,1,360,420,link_count,1,932,,,
10148,10105,1,420,480,link_count,1,1334,,,
10148,10105,1,480,540,link_count,1,1324,,,
10148,10105,1,540,600,link_count,1,1277,,,
10148,10105,1,600,660,link_count,1,1197,,,
10148,10105,1,660,720,link_count,1,1391,,,
10148,10105,1,720,780,link_count,1,1647,,,
10148,10105,1,780,840,link_count,1,1398,,,
10148,10105,1,840,900,link_count,1,1702,,,
10148,10105,1,900,960,link_count,1,2369,,,
10148,10105,1,960,1020,link_count,1,2602,,,
10148,10105,1,1020,1080,link_count,1,2498,,,
10148,10105,1,1080,1140,link_count,1,2094,,,
10148,10105,1,1140,1200,link_count,1,1732,,,
10148,10105,1,1200,1260,link_count,1,1510,,,
10148,10105,1,1260,1320,link_count,1,1489,,,
10148,10105,1,1320,1380,link_count,1,948,,,
10148,10105,1,1380,1440,link_count,1,1167,,,
10104,10125,1,0,60,link_count,1,227,,,
10104,10125,1,60,120,link_count,1,121,,,
10104,10125,1,120,180,link_count,1,119,,,
10104,10125,1,180,240,link_count,1,368,,,
10104,10125,1,240,300,link_count,1,969,,,
10104,10125,1,300,360,link_count,1,1918,,,
10104,10125,1,360,420,link_count,1,2349,,,
10104,10125,1,420,480,link_count,1,2711,,,
10104,10125,1,480,540,link_count,1,2164,,,
10104,10125,1,540,600,link_count,1,1620,,,
10104,10125,1,600,660,link_count,1,1559,,,
10104,10125,1,660,720,link_count,1,1617,,,
10104,10125,1,720,780,link_count,1,1703,,,
10104,10125,1,780,840,link_count,1,1742,,,
10104,10125,1,840,900,link_count,1,1895,,,
10104,10125,1,900,960,link_count,1,1874,,,
10104,10125,1,960,1020,link_count,1,2024,,,
10104,10125,1,1020,1080,link_count,1,2053,,,
10104,10125,1,1080,1140,link_count,1,1640,,,
10104,10125,1,1140,1200,link_count,1,1300,,,
10104,10125,1,1200,1260,link_count,1,989,,,
10104,10125,1,1260,1320,link_count,1,765,,,
10104,10125,1,1320,1380,link_count,1,675,,,
10104,10125,1,1380,1440,link_count,1,590,,,
10161,10150,1,0,60,link_count,1,370,,,
10161,10150,1,60,120,link_count,1,110,,,
10161,10150,1,120,180,link_count,1,50,,,
10161,10150,1,180,240,link_count,1,88,,,
10161,10150,1,240,300,link_count,1,292,,,
10161,10150,1,300,360,link_count,1,473,,,
10161,10150,1,360,420,link_count,1,573,,,
10161,10150,1,420,480,link_count,1,659,,,
10161,10150,1,480,540,link_count,1,629,,,
10161,10150,1,540,600,link_count,1,854,,,
10161,10150,1,600,660,link_count,1,821,,,
10161,10150,1,660,720,link_count,1,857,,,
10161,10150,1,720,780,link_count,1,990,,,
10161,10150,1,780,840,link_count,1,950,,,
10161,10150,1,840,900,link_count,1,1019,,,
10161,10150,1,900,960,link_count,1,1087,,,
10161,10150,1,960,1020,link_count,1,1362,,,
10161,10150,1,1020,1080,link_count,1,1147,,,
10161,10150,1,1080,1140,link_count,1,1022,,,
10161,10150,1,1140,1200,link_count,1,1141,,,
10161,10150,1,1200,1260,link_count,1,998,,,
10161,10150,1,1260,1320,link_count,1,920,,,
10161,10150,1,1320,1380,link_count,1,640,,,
10161,10150,1,1380,1440,link_count,1,621,,,
10149,10161,1,0,60,link_count,1,170,,,
10149,10161,1,60,120,link_count,1,65,,,
10149,10161,1,120,180,link_count,1,48,,,
10149,10161,1,180,240,link_count,1,137,,,
10149,10161,1,240,300,link_count,1,395,,,
10149,10161,1,300,360,link_count,1,671,,,
10149,10161,1,360,420,link_count,1,759,,,
10149,10161,1,420,480,link_count,1,705,,,
10149,10161,1,480,540,link_count,1,716,,,
10149,10161,1,540,600,link_count,1,767,,,
10149,10161,1,600,660,link_count,1,770,,,
10149,10161,1,660,720,link_count,1,747,,,
10149,10161,1,720,780,link_count,1,763,,,
10149,10161,1,780,840,link_count,1,830,,,
10149,10161,1,840,900,link_count,1,905,,,
10149,10161,1,900,960,link_count,1,935,,,
10149,10161,1,960,1020,link_count,1,952,,,
10149,10161,1,1020,1080,link_count,1,776,,,
10149,10161,1,1080,1140,link_count,1,724,,,
10149,10161,1,1140,1200,link_count,1,669,,,
10149,10161,1,1200,1260,link_count,1,568,,,
10149,10161,1,1260,1320,link_count,1,499,,,
10149,10161,1,1320,1380,link_count,1,392,,,
10149,10161,1,1380,1440,link_count,1,358,,,
15672,15656,1,0,60,link_count,1,633,,,
15672,15656,1,60,120,link_count,1,414,,,
15672,15656,1,120,180,link_count,1,294,,,
15672,15656,1,180,240,link_count,1,335,,,
15672,15656,1,240,300,link_count,1,494,,,
15672,15656,1,300,360,link_count,1,1473,,,
15672,15656,1,360,420,link_count,1,3301,,,
15672,15656,1,420,480,link_count,1,5278,,,
15672,15656,1,480,540,link_count,1,4355,,,
15672,15656,1,540,600,link_count,1,3583,,,
15672,15656,1,600,660,link_count,1,3165,,,
15672,15656,1,660,720,link_count,1,3250,,,
15672,15656,1,720,780,link_count,1,3265,,,
15672,15656,1,780,840,link_count,1,3307,,,
15672,15656,1,840,900,link_count,1,3688,,,
15672,15656,1,900,960,link_count,1,4127,,,
15672,15656,1,960,1020,link_count,1,3799,,,
15672,15656,1,1020,1080,link_count,1,3535,,,
15672,15656,1,1080,1140,link_count,1,3382,,,
15672,15656,1,1140,1200,link_count,1,2982,,,
15672,15656,1,1200,1260,link_count,1,2482,,,
15672,15656,1,1260,1320,link_count,1,2103,,,
15672,15656,1,1320,1380,link_count,1,1637,,,
15672,15656,1,1380,1440,link_count,1,1116,,,
15655,15675,1,0,60,link_count,1,511,,,
15655,15675,1,60,120,link_count,1,328,,,
15655,15675,1,120,180,link_count,1,276,,,
15655,15675,1,180,240,link_count,1,369,,,
15655,15675,1,240,300,link_count,1,674,,,
15655,15675,1,300,360,link_count,1,1789,,,
15655,15675,1,360,420,link_count,1,3226,,,
15655,15675,1,420,480,link_count,1,3988,,,
15655,15675,1,480,540,link_count,1,3934,,,
15655,15675,1,540,600,link_count,1,3336,,,
15655,15675,1,600,660,link_count,1,3210,,,
15655,15675,1,660,720,link_count,1,3164,,,
15655,15675,1,720,780,link_count,1,3217,,,
15655,15675,1,780,840,link_count,1,3367,,,
15655,15675,1,840,900,link_count,1,3830,,,
15655,15675,1,900,960,link_count,1,4569,,,
15655,15675,1,960,1020,link_count,1,4803,,,
15655,15675,1,1020,1080,link_count,1,4473,,,
15655,15675,1,1080,1140,link_count,1,4169,,,
15655,15675,1,1140,1200,link_count,1,3091,,,
15655,15675,1,1200,1260,link_count,1,2343,,,
15655,15675,1,1260,1320,link_count,1,1887,,,
15655,15675,1,1320,1380,link_count,1,1436,,,
15655,15675,1,1380,1440,link_count,1,936,,,
15680,15292,1,0,60,link_count,1,440,,,
15680,15292,1,60,120,link_count,1,353,,,
15680,15292,1,120,180,link_count,1,308,,,
15680,15292,1,180,240,link_count,1,392,,,
15680,15292,1,240,300,link_count,1,903,,,
15680,15292,1,300,360,link_count,1,2667,,,
15680,15292,1,360,420,link_count,1,5811,,,
15680,15292,1,420,480,link_count,1,7941,,,
15680,15292,1,480,540,link_count,1,6431,,,
15680,15292,1,540,600,link_count,1,4660,,,
15680,15292,1,600,660,link_count,1,3778,,,
15680,15292,1,660,720,link_count,1,3642,,,
15680,15292,1,720,780,link_count,1,3823,,,
15680,15292,1,780,840,link_count,1,3795,,,
15680,15292,1,840,900,link_count,1,4285,,,
15680,15292,1,900,960,link_count,1,4787,,,
15680,15292,1,960,1020,link_count,1,5068,,,
15680,15292,1,1020,1080,link_count,1,4711,,,
15680,15292,1,1080,1140,link_count,1,4016,,,
15680,15292,1,1140,1200,link_count,1,3074,,,
15680,15292,1,1200,1260,link_count,1,2589,,,
15680,15292,1,1260,1320,link_count,1,2189,,,
15680,15292,1,1320,1380,link_count,1,1516,,,
15680,15292,1,1380,1440,link_count,1,903,,,
15293,15634,1,0,60,link_count,1,601,,,
15293,15634,1,60,120,link_count,1,365,,,
15293,15634,1,120,180,link_count,1,309,,,
15293,15634,1,180,240,link_count,1,419,,,
15293,15634,1,240,300,link_count,1,652,,,
15293,15634,1,300,360,link_count,1,1769,,,
15293,15634,1,360,420,link_count,1,3545,,,
15293,15634,1,420,480,link_count,1,4775,,,
15293,15634,1,480,540,link_count,1,4290,,,
15293,15634,1,540,600,link_count,1,3744,,,
15293,15634,1,600,660,link_count,1,3409,,,
15293,15634,1,660,720,link_count,1,3789,,,
15293,15634,1,720,780,link_count,1,3962,,,
15293,15634,1,780,840,link_count,1,4074,,,
15293,15634,1,840,900,link_count,1,5112,,,
15293,15634,1,900,960,link_count,1,6348,,,
15293,15634,1,960,1020,link_count,1,6713,,,
15293,15634,1,1020,1080,link_count,1,6461,,,
15293,15634,1,1080,1140,link_count,1,5574,,,
15293,15634,1,1140,1200,link_count,1,3675,,,
15293,15634,1,1200,1260,link_count,1,2825,,,
15293,15634,1,1260,1320,link_count,1,2287,,,
15293,15634,1,1320,1380,link_count,1,1724,,,
15293,15634,1,1380,1440,link_count,1,1116,,,
10008,10096,1,0,60,link_count,1,452,,,
10008,10096,1,60,120,link_count,1,312,,,
10008,10096,1,120,180,link_count,1,253,,,
10008,10096,1,180,240,link_count,1,307,,,
10008,10096,1,240,300,link_count,1,537,,,
10008,10096,1,300,360,link_count,1,1747,,,
10008,10096,1,360,420,link_count,1,4003,,,
10008,10096,1,420,480,link_count,1,6362,,,
10008,10096,1,480,540,link_count,1,5416,,,
10008,10096,1,540,600,link_count,1,4054,,,
10008,10096,1,600,660,link_count,1,3350,,,
10008,10096,1,660,720,link_count,1,3318,,,
10008,10096,1,720,780,link_count,1,3204,,,
10008,10096,1,780,840,link_count,1,3310,,,
10008,10096,1,840,900,link_count,1,3471,,,
10008,10096,1,900,960,link_count,1,3942,,,
10008,10096,1,960,1020,link_count,1,4206,,,
10008,10096,1,1020,1080,link_count,1,4110,,,
10008,10096,1,1080,1140,link_count,1,3479,,,
10008,10096,1,1140,1200,link_count,1,2810,,,
10008,10096,1,1200,1260,link_count,1,2170,,,
10008,10096,1,1260,1320,link_count,1,1853,,,
10008,10096,1,1320,1380,link_count,1,1336,,,
10008,10096,1,1380,1440,link_count,1,841,,,
10094,10007,1,0,60,link_count,1,555,,,
10094,10007,1,60,120,link_count,1,376,,,
10094,10007,1,120,180,link_count,1,309,,,
10094,10007,1,180,240,link_count,1,302,,,
10094,10007,1,240,300,link_count,1,494,,,
10094,10007,1,300,360,link_count,1,1239,,,
10094,10007,1,360,420,link_count,1,2855,,,
10094,10007,1,420,480,link_count,1,4099,,,
10094,10007,1,480,540,link_count,1,4199,,,
10094,10007,1,540,600,link_count,1,3420,,,
10094,10007,1,600,660,link_count,1,3252,,,
10094,10007,1,660,720,link_count,1,3315,,,
10094,10007,1,720,780,link_count,1,3490,,,
10094,10007,1,780,840,link_count,1,3621,,,
10094,10007,1,840,900,link_count,1,4135,,,
10094,10007,1,900,960,link_count,1,5313,,,
10094,10007,1,960,1020,link_count,1,6006,,,
10094,10007,1,1020,1080,link_count,1,6106,,,
10094,10007,1,1080,1140,link_count,1,5249,,,
10094,10007,1,1140,1200,link_count,1,3413,,,
10094,10007,1,1200,1260,link_count,1,2558,,,
10094,10007,1,1260,1320,link_count,1,1916,,,
10094,10007,1,1320,1380,link_count,1,1480,,,
10094,10007,1,1380,1440,link_count,1,1006,,,
6788,6793,1,0,60,link_count,1,260,,,
6788,6793,1,60,120,link_count,1,182,,,
6788,6793,1,120,180,link_count,1,145,,,
6788,6793,1,180,240,link_count,1,139,,,
6788,6793,1,240,300,link_count,1,263,,,
6788,6793,1,300,360,link_count,1,782,,,
6788,6793,1,360,420,link_count,1,1515,,,
6788,6793,1,420,480,link_count,1,2314,,,
6788,6793,1,480,540,link_count,1,2248,,,
6788,6793,1,540,600,link_count,1,1672,,,
6788,6793,1,600,660,link_count,1,1470,,,
6788,6793,1,660,720,link_count,1,1468,,,
6788,6793,1,720,780,link_count,1,1667,,,
6788,6793,1,780,840,link_count,1,1725,,,
6788,6793,1,840,900,link_count,1,2110,,,
6788,6793,1,900,960,link_count,1,1890,,,
6788,6793,1,960,1020,link_count,1,2600,,,
6788,6793,1,1020,1080,link_count,1,2415,,,
6788,6793,1,1080,1140,link_count,1,2078,,,
6788,6793,1,1140,1200,link_count,1,1441,,,
6788,6793,1,1200,1260,link_count,1,956,,,
6788,6793,1,1260,1320,link_count,1,768,,,
6788,6793,1,1320,1380,link_count,1,672,,,
6788,6793,1,1380,1440,link_count,1,426,,,
6789,6787,1,0,60,link_count,1,203,,,
6789,6787,1,60,120,link_count,1,174,,,
6789,6787,1,120,180,link_count,1,167,,,
6789,6787,1,180,240,link_count,1,225,,,
6789,6787,1,240,300,link_count,1,525,,,
6789,6787,1,300,360,link_count,1,1675,,,
6789,6787,1,360,420,link_count,1,2722,,,
6789,6787,1,420,480,link_count,1,3129,,,
6789,6787,1,480,540,link_count,1,3033,,,
6789,6787,1,540,600,link_count,1,1655,,,
6789,6787,1,600,660,link_count,1,1500,,,
6789,6787,1,660,720,link_count,1,1436,,,
6789,6787,1,720,780,link_count,1,1312,,,
6789,6787,1,780,840,link_count,1,1407,,,
6789,6787,1,840,900,link_count,1,1697,,,
6789,6787,1,900,960,link_count,1,1952,,,
6789,6787,1,960,1020,link_count,1,2153,,,
6789,6787,1,1020,1080,link_count,1,2338,,,
6789,6787,1,1080,1140,link_count,1,1582,,,
6789,6787,1,1140,1200,link_count,1,1100,,,
6789,6787,1,1200,1260,link_count,1,740,,,
6789,6787,1,1260,1320,link_count,1,655,,,
6789,6787,1,1320,1380,link_count,1,542,,,
6789,6787,1,1380,1440,link_count,1,346,,,
10024,10017,1,0,60,link_count,1,92,,,
10024,10017,1,60,120,link_count,1,43,,,
10024,10017,1,120,180,link_count,1,49,,,
10024,10017,1,180,240,link_count,1,50,,,
10024,10017,1,240,300,link_count,1,86,,,
10024,10017,1,300,360,link_count,1,337,,,
10024,10017,1,360,420,link_count,1,723,,,
10024,10017,1,420,480,link_count,1,954,,,
10024,10017,1,480,540,link_count,1,968,,,
10024,10017,1,540,600,link_count,1,667,,,
10024,10017,1,600,660,link_count,1,582,,,
10024,10017,1,660,720,link_count,1,542,,,
10024,10017,1,720,780,link_count,1,590,,,
10024,10017,1,780,840,link_count,1,597,,,
10024,10017,1,840,900,link_count,1,784,,,
10024,10017,1,900,960,link_count,1,945,,,
10024,10017,1,960,1020,link_count,1,926,,,
10024,10017,1,1020,1080,link_count,1,914,,,
10024,10017,1,1080,1140,link_count,1,776,,,
10024,10017,1,1140,1200,link_count,1,510,,,
10024,10017,1,1200,1260,link_count,1,390,,,
10024,10017,1,1260,1320,link_count,1,370,,,
10024,10017,1,1320,1380,link_count,1,303,,,
10024,10017,1,1380,1440,link_count,1,187,,,
10016,10058,1,0,60,link_count,1,81,,,
10016,10058,1,60,120,link_count,1,51,,,
10016,10058,1,120,180,link_count,1,52,,,
10016,10058,1,180,240,link_count,1,62,,,
10016,10058,1,240,300,link_count,1,144,,,
10016,10058,1,300,360,link_count,1,459,,,
10016,10058,1,360,420,link_count,1,951,,,
10016,10058,1,420,480,link_count,1,1107,,,
10016,10058,1,480,540,link_count,1,988,,,
10016,10058,1,540,600,link_count,1,692,,,
10016,10058,1,600,660,link_count,1,522,,,
10016,10058,1,660,720,link_count,1,514,,,
10016,10058,1,720,780,link_count,1,485,,,
10016,10058,1,780,840,link_count,1,499,,,
10016,10058,1,840,900,link_count,1,656,,,
10016,10058,1,900,960,link_count,1,767,,,
10016,10058,1,960,1020,link_count,1,918,,,
10016,10058,1,1020,1080,link_count,1,982,,,
10016,10058,1,1080,1140,link_count,1,690,,,
10016,10058,1,1140,1200,link_count,1,465,,,
10016,10058,1,1200,1260,link_count,1,345,,,
10016,10058,1,1260,1320,link_count,1,269,,,
10016,10058,1,1320,1380,link_count,1,219,,,
10016,10058,1,1380,1440,link_count,1,156,,,
10043,10044,1,0,60,link_count,1,91,,,
10043,10044,1,60,120,link_count,1,57,,,
10043,10044,1,120,180,link_count,1,54,,,
10043,10044,1,180,240,link_count,1,59,,,
10043,10044,1,240,300,link_count,1,115,,,
10043,10044,1,300,360,link_count,1,334,,,
10043,10044,1,360,420,link_count,1,773,,,
10043,10044,1,420,480,link_count,1,1125,,,
10043,10044,1,480,540,link_count,1,1080,,,
10043,10044,1,540,600,link_count,1,721,,,
10043,10044,1,600,660,link_count,1,616,,,
10043,10044,1,660,720,link_count,1,616,,,
10043,10044,1,720,780,link_count,1,641,,,
10043,10044,1,780,840,link_count,1,682,,,
10043,10044,1,840,900,link_count,1,875,,,
10043,10044,1,900,960,link_count,1,990,,,
10043,10044,1,960,1020,link_count,1,936,,,
10043,10044,1,1020,1080,link_count,1,928,,,
10043,10044,1,1080,1140,link_count,1,952,,,
10043,10044,1,1140,1200,link_count,1,588,,,
10043,10044,1,1200,1260,link_count,1,414,,,
10043,10044,1,1260,1320,link_count,1,337,,,
10043,10044,1,1320,1380,link_count,1,234,,,
10043,10044,1,1380,1440,link_count,1,133,,,
10045,10042,1,0,60,link_count,1,107,,,
10045,10042,1,60,120,link_count,1,64,,,
10045,10042,1,120,180,link_count,1,57,,,
10045,10042,1,180,240,link_count,1,70,,,
10045,10042,1,240,300,link_count,1,163,,,
10045,10042,1,300,360,link_count,1,553,,,
10045,10042,1,360,420,link_count,1,1114,,,
10045,10042,1,420,480,link_count,1,1185,,,
10045,10042,1,480,540,link_count,1,1127,,,
10045,10042,1,540,600,link_count,1,856,,,
10045,10042,1,600,660,link_count,1,687,,,
10045,10042,1,660,720,link_count,1,683,,,
10045,10042,1,720,780,link_count,1,732,,,
10045,10042,1,780,840,link_count,1,697,,,
10045,10042,1,840,900,link_count,1,833,,,
10045,10042,1,900,960,link_count,1,1058,,,
10045,10042,1,960,1020,link_count,1,1250,,,
10045,10042,1,1020,1080,link_count,1,1388,,,
10045,10042,1,1080,1140,link_count,1,905,,,
10045,10042,1,1140,1200,link_count,1,588,,,
10045,10042,1,1200,1260,link_count,1,440,,,
